product_id,nombre,fecha_venta,cantidad_vendida,stock_en_momento
108,Huevos (Docena),2024-04-30,9,0
109,Harina de Trigo 1kg,2024-04-30,11,255
110,Papel Higiénico 4u,2024-04-30,12,18
101,Leche Entera 1L,2024-05-01,15,159
102,Arroz Blanco 1kg,2024-05-01,10,836
103,Aceite Vegetal 900ml,2024-05-01,7,0
104,Pasta Penne 500g,2024-05-01,10,91
105,Café Molido 250g,2024-05-01,10,0
106,Detergente Líquido 3L,2024-05-01,14,0
107,Atún en Conserva 140g,2024-05-01,15,421
108,Huevos (Docena),2024-05-01,8,0
109,Harina de Trigo 1kg,2024-05-01,12,249
110,Papel Higiénico 4u,2024-05-01,16,11
101,Leche Entera 1L,2024-05-02,7,149
102,Arroz Blanco 1kg,2024-05-02,8,831
103,Aceite Vegetal 900ml,2024-05-02,8,0
104,Pasta Penne 500g,2024-05-02,19,86
105,Café Molido 250g,2024-05-02,10,0
106,Detergente Líquido 3L,2024-05-02,14,0
107,Atún en Conserva 140g,2024-05-02,11,411
108,Huevos (Docena),2024-05-02,11,0
109,Harina de Trigo 1kg,2024-05-02,9,242
110,Papel Higiénico 4u,2024-05-02,11,0
101,Leche Entera 1L,2024-05-03,13,147
102,Arroz Blanco 1kg,2024-05-03,8,828
103,Aceite Vegetal 900ml,2024-05-03,14,0
104,Pasta Penne 500g,2024-05-03,9,72
105,Café Molido 250g,2024-05-03,4,0
106,Detergente Líquido 3L,2024-05-03,8,0
107,Atún en Conserva 140g,2024-05-03,14,405
108,Huevos (Docena),2024-05-03,11,0
109,Harina de Trigo 1kg,2024-05-03,12,238
110,Papel Higiénico 4u,2024-05-03,10,0
